Timestamp,In what country do you currently live?,What is your age?,What is your gender?,What is your race or ethnicity? (Select all that apply.),What is the highest level of education you have completed?,What is your marital status?,What is your current employment status?,What is your annual income level? (in the currency of your country).,"If you live in the US, what is your 5-digit zipcode?",I believe people will return to using hand shakes and/or other physical greetings.,I will return to using hand shakes and/or other physical greetings.,"Due to the evidence of environmental benefit during the pandemic (e.g. reduced pollution), I believe people will be more climate conscious.","Due to the evidence of environmental benefit during the pandemic (e.g. reduced pollution), I will be more climate conscious.","I believe people will practice healthier digital habits (e.g. screen time limits, responsible online discourse).","I will practice healthier digital habits (e.g. screen time limits, responsible online discourse).","I believe people will avoid crowded areas more (e.g. concerts, theme parks).","I will avoid crowded areas more (e.g. concerts, theme parks).","I believe people will use public transportation less, if possible.","I will use public transportation less, if possible.","I believe people will save money more, rather than spend it.","I will save money more, rather than spend it.",I believe people will think more before making impulsive purchases.,I will think more before making impulsive purchases.,I believe people will work harder to foster family and/or community ties.,I will work harder to foster family and/or community ties.,I believe people will seek out more evidence-based information.,I will seek out more evidence-based information.,"I believe people will be more comfortable acting independently (e.g. spending time alone, practicing personal hobbies or at-home activities).","I will be more comfortable acting independently (e.g. spending time alone, practicing personal hobbies or at-home activities).","I believe people will work more remotely, if possible.","I will work more remotely, if possible.","I believe people will use digital commerce, companies, and platforms ____.","I will use digital commerce, companies, and platforms ____.",I believe people will use technology ____.,I will use technology ____.,"I believe people will be more politically liberal (e.g. vote for universal healthcare, more government aid).","I will be more politically liberal (e.g. vote for universal healthcare, more government aid).","I believe people will be more politically conservative (e.g. vote for healthcare marketplace, less government aid).","I will be more politically conservative (e.g. vote for healthcare marketplace, less government aid).",I believe people will carry masks and/or hand sanitizer around with them as a precaution.,I will carry a mask and/or hand sanitizer around with me as a precaution.,I believe people will be ____ globally aware (e.g. feel the importance of global connections and cooperation).,I will be ____ globally aware (e.g. feel the importance of global connections and cooperation). ,I believe people will value classroom education ____.,I will value classroom education ____.,I believe people will pursue relationships or intimate interactions online or via technology ____.,I will pursue relationships or intimate interactions online or via technology ____.,I believe people will travel ____.,I will travel ____.,I believe people will touch their faces ____.,I will touch my face ____.,"I believe people will practice safer hygiene in public (e.g. properly covering coughs/sneezes, staying home if sick).","I will practice safer hygiene in public (e.g. properly covering coughs/sneezes, staying home if sick).","I believe people will feel more comfortable reminding others about safe public hygiene (e.g. covering cough, not touching face).","I will feel more comfortable reminding others about safe public hygiene (e.g. covering cough, not touching face).",I believe people will be ____ trustful of medical professionals.,I will be ____ trustful of medical professionals.,I believe people will have ____ trust in vaccines.,I will have ____ trust in vaccines.,"I believe people will do ____ to maintain their personal wellness (e.g. eat healthfully, exercise, practice work-life balance).","I will do ____ to maintain my personal wellness (e.g. eat healthfully, exercise, practice work-life balance).",I believe people will practice ____ hygiene during annual flu seasons.,I will practice ______ hygiene during annual flu seasons.,I believe people will have ____ trust in their government.,I will have ____ trust in my government.,I see myself as introverted or reserved.,I see myself as extroverted or outgoing.,The COVID-19 pandemic has greatly affected my daily life.,The COVID-19 pandemic has greatly affected those closest to me (can include friends and family).,"(Optional) If you would like, please share how the COVID-19 pandemic has personally affected you.",(Optional) What's the first thing you will do once quarantine is fully lifted and there is no risk of another wave of infection?
2020/04/18 12:46:35 PM EST,Mexico,25,Female,Hispanic/Latino,Bachelor's Degree,"Single, never married",Student,66000,,4,2,1,4,1,2,1,2,1,1,1,1,1,4,1,4,1,5,1,4,2,4,3,3,3,3,1,2,3,1,3,4,3,4,3,5,3,4,3,3,3,2,2,5,2,4,2,5,3,4,3,4,3,4,2,3,4,2,4,4,Lo que más me ha costado es convivir con las mismas personas durante todo este tiempo,Salir y ver a mis amigos y a las personas que no he podido ver 
2020/04/18 2:14:11 PM EST,Argentina,55,Male,Hispanic/Latino,Master's Degree,Divorced,Self-employed,200,,1,1,1,1,1,1,5,5,5,3,5,5,2,3,3,3,1,1,3,3,3,3,2,2,3,3,5,5,2,3,4,3,3,3,4,3,4,3,2,3,2,3,2,3,2,3,3,3,3,3,3,3,4,4,3,3,2,4,4,4,,
2020/04/18 6:30:04 PM EST,Mexico,25,Male,"Asian, Hispanic/Latino",Bachelor's Degree,"Single, but cohabiting with a significant other",Part-time employment,60000,,4,2,2,4,2,2,2,2,1,1,2,3,1,5,2,4,1,5,1,5,2,4,3,3,3,3,,,,,1,4,3,3,3,3,4,3,3,2,3,3,2,4,1,1,3,3,3,3,3,3,3,3,1,2,5,1,2,4,,
2020/04/18 6:35:06 PM EST,Mexico,25,Female,Hispanic/Latino,High School or equivalent (GED),"Single, never married",Student,2000,,5,5,2,4,3,4,1,1,1,2,3,4,4,4,3,3,3,4,4,2,4,2,5,3,4,4,4,4,2,1,3,2,4,4,5,5,3,3,4,3,3,3,2,5,5,5,4,5,5,4,3,3,4,4,2,2,3,3,4,5,Ha modificado mis horarios de sueño y mi preocupación general por mi educación en medida que el mercado laboral se volverá más cruento ante la depresión económica mundial,Salir con mis amigos a bailar y beber
2020/04/18 6:40:47 PM EST,Mexico,26,Female,Hispanic/Latino,Bachelor's Degree,"Single, never married",Part-time employment,72000,,1,2,2,5,4,5,5,2,1,1,1,1,1,1,1,4,5,5,5,4,1,4,5,3,5,3,5,5,1,1,5,5,5,5,5,3,3,3,3,5,3,3,5,5,5,5,5,5,5,3,5,5,5,5,1,2,3,4,5,5,,Ir al centro histórico por un café a trabajar.
2020/04/18 6:51:15 PM EST,Mexico,30,Male,"Indigenous, Mixed Race",Master's Degree,"Single, never married",Full-time eployment,150000,,5,5,3,4,3,4,4,5,4,4,2,2,2,4,4,4,4,4,4,4,4,3,3,3,3,3,1,3,3,3,4,4,4,4,4,3,3,3,3,2,4,3,4,4,3,4,5,4,4,4,4,2,5,4,4,4,4,4,4,4,En movilidad y al realizar mis eventos sociales,Ir a algún restaurant
2020/04/18 6:54:40 PM EST,Colombia,46,Male,Hispanic/Latino,Master's Degree,Married,Full-time eployment,90000000,,2,1,1,5,1,4,4,5,1,4,5,5,5,5,4,5,4,5,4,4,4,4,5,5,4,4,3,3,3,3,4,4,4,5,3,3,3,3,2,3,2,2,5,5,3,3,3,3,4,3,3,4,3,4,3,3,2,4,4,4,no puedo correr diariamente,Correr
2020/04/18 7:05:57 PM EST,Mexico,22,Female,Mixed Race,Bachelor's Degree,"Single, never married",Student,7000,,4,4,2,5,2,4,1,4,3,3,4,4,2,4,4,4,3,5,4,4,4,4,5,5,5,5,5,5,1,1,5,5,4,4,2,2,4,4,2,3,2,2,2,5,4,4,2,3,2,2,4,4,4,4,2,2,1,4,4,4,"Emocionalmente, pero procuro mantenerme distraída.",Ver a mis seres queridos.
2020/04/18 7:07:59 PM EST,Mexico,36,Male,Mixed Race,Doctorate degree,"Single, never married",Student,15900,,1,1,5,5,1,1,4,4,4,3,5,4,2,2,2,4,4,5,4,4,4,2,4,4,5,4,2,5,5,4,5,4,4,3,3,3,3,3,3,3,4,4,2,3,2,5,2,3,3,3,4,5,5,3,3,5,2,3,3,1,,
2020/04/18 8:08:34 PM EST,Mexico,32,Male,Hispanic/Latino,Doctorate degree,"Single, never married",Student,10000,,3,3,2,4,2,3,3,3,1,3,2,4,3,4,3,4,2,5,3,4,2,4,3,3,3,3,3,3,2,2,4,4,3,3,4,4,4,4,3,3,2,2,4,5,4,4,4,4,4,5,3,4,3,4,3,4,4,2,4,4,,
2020/04/18 8:11:22 PM EST,Mexico,29,Female,Hispanic/Latino,Master's Degree,"Single, never married",Student,14000,,1,2,4,5,1,5,2,4,1,1,4,5,2,5,4,5,4,5,4,5,2,4,3,3,4,5,4,5,2,1,4,4,4,4,4,4,4,2,3,4,3,2,4,5,4,5,4,4,5,3,4,4,4,4,4,5,2,4,5,5,me ha hecho ser una persona mas conciente de mi entorno y de la magnitud que tiene el cuidarnos entre si ,retomar mis actividades de la vida diaria  bajo cautela e higiene 
2020/04/18 8:12:19 PM EST,Brazil,27,Male,Mixed Race,Bachelor's Degree,"Single, never married",Student,180000,,4,3,3,5,3,3,3,5,3,1,3,5,3,5,5,3,5,5,3,5,3,3,4,2,4,1,3,3,3,1,3,4,3,5,3,3,3,3,3,5,3,3,4,5,5,5,4,3,4,3,4,4,4,4,3,3,3,2,3,5,La globalización fue afectado por la pandemia pero lo vale.,Continuar y seguir adelante.
2020/04/18 8:17:24 PM EST,Mexico,30,Male,"Caucasian, Hispanic/Latino",High School or equivalent (GED),Married,Full-time eployment,62800,,1,4,1,5,2,3,1,3,1,4,2,4,1,4,2,4,3,5,1,4,2,4,3,3,3,3,2,4,5,5,1,3,3,4,4,4,1,3,3,1,3,2,1,5,1,5,3,4,3,4,4,5,4,5,2,2,4,5,5,5,,
2020/04/18 8:21:09 PM EST,Mexico,30,Male,Mixed Race,Bachelor's Degree,"Single, never married",Home-maker,13000,,5,5,4,5,4,4,4,4,2,3,3,3,2,4,4,4,3,5,5,5,4,4,3,3,3,3,,,,,4,4,3,5,4,5,3,3,3,3,3,3,4,5,4,4,4,4,3,3,3,3,3,3,3,4,4,2,3,4,,
2020/04/18 8:22:25 PM EST,Mexico,35,Male,Hispanic/Latino,Doctorate degree,"Single, never married",Full-time eployment,100000,,4,4,4,5,4,5,4,4,4,4,4,4,4,5,4,5,4,5,4,4,4,4,3,3,3,3,4,4,4,4,4,4,3,3,4,4,3,3,2,2,2,1,3,5,4,4,3,3,3,3,3,5,3,5,3,3,4,3,5,5,,Regresar a trabjar
2020/04/18 8:26:29 PM EST,Mexico,47,Male,Hispanic/Latino,Master's Degree,Married,Full-time eployment,15000,,4,4,4,2,2,4,1,4,1,4,4,4,2,4,4,4,2,4,2,4,4,4,4,3,4,5,4,5,2,2,4,4,4,4,4,4,4,4,3,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,Reorganizar mi forma de trabajo,Dar gracias a Dios
2020/04/18 8:32:52 PM EST,Mexico,29,Female,Hispanic/Latino,Bachelor's Degree,Married,Part-time employment,10000,,3,3,2,2,2,4,2,4,2,4,2,5,3,5,3,5,4,4,5,2,3,4,4,4,5,5,4,5,4,4,5,5,5,5,5,5,4,4,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,,
2020/04/18 8:51:15 PM EST,Mexico,27,Female,Mixed Race,Bachelor's Degree,In a domestic partnership or civil union,Self-employed,14000,,5,5,4,4,1,3,2,2,2,3,5,5,4,5,4,4,2,3,1,1,4,5,4,4,5,4,2,3,2,3,4,5,3,4,4,5,3,2,2,2,3,3,4,5,2,1,2,4,3,3,2,3,3,3,2,1,1,4,5,5,"Mi trabajo se redujo bastante y con eso mi sueldo, porque pararon casi por completo las empresas que me contratan regularmente. Ahora convivo más con mi hija pero mucho menos con mi pareja, porque le obligan a seguir trabajando fuera de casa y tenemos que separarnos para evitarnos riesgos. Mi mamá es enfermera y trabaja con enfermos de covid, ya no la veo, solo nos hablamos y ella tuvo que separarse de mi papá para evitar contagiarlo y ahora está conmigo, pero es terrible para ellos, llevan 29 años de casados. No puedo ver a mi familia ni a mis amistades y ni al mercado puedo ir porque mi hija es muy pequeña y tengo miedo de que algo nos pase. Es súper triste.Creo que mi ingreso no volverá a ser lo que era en bastante tiempo y eso hace que me preocupe mucho el futuro de mi hija, este año por lo menos será muy duro y con las políticas del gobierno quien sabe cuándo volverán a estar bien. ","Una reunión con toda mi familia, voy a llenar de besos y abrazos a mi hija, pareja y mis papás. Voy a comprar un pastel y vamos a salir a caminar a parques o cualquier lugar donde nos de el aire. Trataré de visitar a mis amistades tan pronto como sea posible. También buscaré un empleo diferente, con un ingreso un poco más seguro aunque sea más bajo. "
2020/04/18 9:17:08 PM EST,Mexico,60,Male,Mixed Race,Bachelor's Degree,Married,Full-time eployment,11500,,4,5,3,4,2,2,1,2,1,3,4,4,5,5,4,4,3,5,3,4,4,4,4,3,5,5,5,4,2,1,4,4,4,4,4,5,3,3,3,3,2,2,5,5,4,4,4,5,4,3,3,4,4,4,2,4,1,3,2,4,Cambio en esta temporada mis hábitos de trabajo,Caminar en sitios públicos
2020/04/18 9:23:12 PM EST,Mexico,40,Male,Hispanic/Latino,Bachelor's Degree,Married,Self-employed,80000,,5,5,4,5,4,4,4,4,4,5,4,5,3,4,4,4,3,5,4,4,3,4,4,3,5,3,3,5,3,2,4,5,4,4,3,4,3,3,3,4,2,1,4,5,4,5,4,4,4,3,4,4,5,5,2,3,4,2,4,3,,
2020/04/18 9:37:53 PM EST,Mexico,28,Female,Hispanic/Latino,Master's Degree,"Single, never married",Student,15800,,5,2,4,5,1,4,2,4,1,1,1,5,1,5,4,5,5,5,4,5,5,4,5,3,5,4,4,5,3,1,5,5,4,5,5,3,3,2,3,3,2,1,5,5,5,5,5,5,5,5,3,5,4,5,3,4,5,1,2,3,No puedo realizar mi trabajo en un lugar estrictamente equipado con las herramientas que un laboratorio requiere.,Visitar y estar con las personas que quiero. 
2020/04/18 9:37:59 PM EST,Mexico,28,Female,Hispanic/Latino,Master's Degree,"Single, never married",Student,15800,,5,2,4,5,1,4,2,4,1,1,1,5,1,5,4,5,5,5,4,5,5,4,5,3,5,4,4,5,3,1,5,5,4,5,5,3,3,2,3,3,2,1,5,5,5,5,5,5,5,5,3,5,4,5,3,4,5,1,2,3,No puedo realizar mi trabajo en un lugar estrictamente equipado con las herramientas que un laboratorio requiere.,Visitar y estar con las personas que quiero. 
2020/04/18 9:42:16 PM EST,Colombia,24,Male,Hispanic/Latino,Bachelor's Degree,"Single, never married",Full-time eployment,30000000,,4,5,1,5,1,5,1,1,1,1,4,5,1,5,2,5,1,5,3,2,1,1,4,3,3,3,4,5,3,1,4,4,3,4,4,4,3,3,3,3,3,3,4,5,5,3,3,5,3,5,3,4,3,5,1,1,5,1,3,4,"Siempre he sido de estar en casa, pero hace falta eso de salir al trabajo y compartir con los compañero. Aunque en general ha sido positivo. Trabajo desde casa, aunque sólo porque no viaje para estar con mi familia para evitar ponerlos en riesgo en caso de estar infectado, ya vivo en la capital. ","Visitar a mi familia y a las personas cercanas a mí, porque las he extrañado bastante. "
2020/04/18 9:46:42 PM EST,Mexico,30,Male,Hispanic/Latino,Master's Degree,"Single, never married",Home-maker,34000,,5,5,4,5,2,4,2,4,2,4,4,4,4,5,4,5,4,5,4,5,4,4,4,3,3,4,3,5,1,1,4,5,3,5,4,4,3,3,3,3,3,2,3,4,4,5,4,5,4,5,4,5,4,5,2,1,3,3,5,5,,Ir a mi ciudad de origen
2020/04/18 10:01:16 PM EST,Mexico,19,Male,Hispanic/Latino,Associate's Degree,"Single, never married",Student,2490,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,,,,,4,5,5,5,5,3,5,5,3,3,3,3,5,5,5,5,2,5,3,3,3,3,3,3,3,3,5,5,5,5,,
2020/04/18 10:09:43 PM EST,Mexico,19,Male,Mixed Race,Bachelor's Degree,"Single, never married",Student,0,,4,3,3,5,3,4,3,5,3,5,3,5,3,5,3,3,3,5,3,5,3,5,3,3,3,5,4,3,3,3,3,3,3,3,3,5,3,5,3,3,3,3,3,5,3,5,3,5,3,5,3,5,3,5,3,3,3,3,3,3,,
2020/04/18 10:10:16 PM EST,Mexico,19,Female,Hispanic/Latino,Associate's Degree,"Single, never married",Student,0,,3,1,4,5,4,5,1,2,1,1,1,3,1,3,4,5,4,5,5,5,3,3,5,5,5,5,3,3,3,3,4,5,5,5,5,5,3,3,5,5,2,1,4,5,5,5,3,3,4,5,4,5,3,5,2,1,4,4,5,5,"Aunque soy introvertida y sé acoplarme a hacer muchas cosas sola, lo extrovertido surgía en la universidad y ahora ya no. ",
2020/04/18 10:11:31 PM EST,Mexico,25,Female,Hispanic/Latino,"Professional Degree (for example: MD, DDS, JD)",In a domestic partnership or civil union,Home-maker,240000,,5,5,4,5,2,4,1,1,1,1,4,5,2,4,4,4,1,4,1,4,4,4,5,3,5,5,5,5,1,1,5,5,5,5,5,3,4,3,2,3,3,3,2,4,4,3,2,3,2,3,3,4,3,4,3,3,3,3,4,5,"Trabajar desde cada es muy cómodo pues puedo dormir más, puedo cocinar las cosas al momento, sin embargo, el constante monitoreo de mis jefes para ver avances se ha intensificado y el trabajo se ha duplicado.
Me dan ganas de caminar para liberar el estrés que tengo en el día y solo salgo a la tienda a comprar cualquier.cosa para caminar unas cuadras por lo menos.
Hago ejercicio en casa pero no es lo mismo, extraño el exterior.
Vivo sola, me gusta porque soy productiva en horarios laborales pero los viernes o fines de semana quisera tener con alguien de carne y hueso con quien platicar. No soy muy afecta a platicar por redes sociales, pero ahora se han vuelto importantes para tener contacto humano.
Me preocupa enfermarme o que mi familia se enferme. 
Me gusta leer articulos sobre la pandemía para mantenerme informada pero mi tema favorito se ha vuelto la desigualdad que la pandemia evidenció. Cuando todo esto acabe me gustaría hacer algo, me niego a seguir disfrutando de ""privilegios"" como el acceso al agua potable mientras otros en mi país no lo difrutan.
",Hacer una reunión familiar
2020/04/18 10:15:44 PM EST,Mexico,40,Female,Hispanic/Latino,"Professional Degree (for example: MD, DDS, JD)","Single, never married",Full-time eployment,480000,,4,4,4,5,3,3,4,5,1,3,4,4,4,5,4,5,4,5,4,4,4,3,4,3,5,3,5,5,2,1,4,4,4,3,5,3,4,3,2,2,2,2,4,5,4,4,5,5,5,3,4,4,5,4,1,1,1,5,4,4,Mental y físicamente estoy agotada; pero trato de mantenerme estable. No es fácil porque hay mucha presión y estrés laboral.,Voy a salir a correr como lo hacía antes. 
2020/04/18 10:22:37 PM EST,Mexico,31,Male,Mixed Race,Bachelor's Degree,Married,Full-time eployment,72000,,5,5,4,5,4,4,4,4,1,3,5,5,4,5,4,4,5,5,4,5,3,3,4,3,4,3,5,5,2,2,4,4,4,4,5,4,4,2,3,3,3,3,4,4,4,5,4,4,4,5,4,4,4,4,4,4,3,3,4,5,,
2020/04/18 10:44:04 PM EST,Mexico,34,Female,Hispanic/Latino,Doctorate degree,Divorced,Full-time eployment,300000,,4,1,4,5,1,4,1,2,4,1,1,4,1,4,2,4,2,5,4,4,4,1,4,3,4,4,1,5,2,1,4,4,3,3,5,5,3,3,3,3,2,2,4,4,4,4,3,5,3,5,3,3,3,4,3,3,1,4,4,4,,Salir a restaurantes y bares
2020/04/18 10:46:37 PM EST,Mexico,20,Male,Hispanic/Latino,High School or equivalent (GED),"Single, never married",Student,0,,3,3,2,5,3,4,3,3,2,2,3,3,3,3,3,3,4,5,3,4,4,4,5,5,5,5,2,2,2,2,4,4,3,4,3,3,3,3,2,2,3,3,3,4,3,3,4,4,2,4,3,4,3,4,3,3,3,3,3,4,,
2020/04/18 10:52:29 PM EST,Mexico,37,Male,Hispanic/Latino,Master's Degree,Married,Full-time eployment,10000,,5,5,2,4,1,4,1,2,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,2,3,3,4,4,4,4,5,3,3,3,3,2,3,5,3,4,5,2,3,3,,
2020/04/18 10:52:44 PM EST,Mexico,23,Female,Caucasian,High School or equivalent (GED),In a domestic partnership or civil union,Student,0,,3,5,5,5,3,3,3,5,1,1,3,4,3,5,4,5,4,5,3,5,1,1,3,3,3,3,3,5,2,1,3,4,4,3,5,4,3,3,3,3,3,3,4,5,4,3,4,3,5,3,3,3,4,3,3,3,3,3,3,3,,
2020/04/18 10:53:28 PM EST,Mexico,38,Male,Hispanic/Latino,Doctorate degree,Married,Full-time eployment,32000,,4,4,2,5,2,4,2,4,1,1,3,4,1,4,5,5,2,5,3,4,1,4,4,2,4,3,4,5,2,1,4,5,3,4,3,4,3,3,3,3,3,3,4,5,2,3,4,3,3,3,3,5,3,4,2,3,3,3,4,4,En términos de movilidad y relaciones interpersonales.,Lo mismo que antes
2020/04/18 11:02:11 PM EST,Mexico,40,Male,Mixed Race,Doctorate degree,Married,Full-time eployment,15000,,4,4,4,5,4,5,4,5,4,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,3,1,5,5,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,4,Dicto clases virtuales y he tenido que involucrarme más en las actividades domésticas,"Salir a correr, salir al parque con mi hija"
2020/04/18 11:15:00 PM EST,Colombia,24,Female,Mixed Race,Associate's Degree,"Single, but cohabiting with a significant other",Full-time eployment,900000,,1,1,2,5,3,4,5,5,5,5,1,4,1,5,3,3,1,5,1,5,1,1,4,5,4,4,1,5,1,5,4,5,3,3,4,4,3,4,3,2,3,2,4,4,4,5,3,3,3,3,3,3,4,4,1,1,1,1,2,4,,Visitar a mis amigos 
2020/04/18 11:22:59 PM EST,Mexico,58,Female,"Hispanic/Latino, Mixed Race",Master's Degree,Separated,Full-time eployment,200000,,4,4,4,5,4,5,4,4,1,5,5,5,4,5,4,4,4,5,2,5,4,4,4,4,5,5,4,4,1,1,4,4,3,4,4,3,3,3,4,4,2,2,4,5,5,5,3,4,3,4,4,4,4,5,3,4,4,4,1,1,"Tomé conciencia de lo efímero de la vida, así que me cuidaré más y me divertiré mucho",Abrazar a mis familiares que están cerca y viajar a ver a los que están lejos
2020/04/18 11:41:35 PM EST,Mexico,36,Male,Hispanic/Latino,Bachelor's Degree,Married,Full-time eployment,26000,,5,5,4,5,5,5,1,1,1,1,5,5,3,5,4,5,5,5,2,4,5,5,5,5,5,5,5,5,1,1,3,1,3,5,5,5,3,3,3,5,3,3,5,5,3,5,5,5,5,5,3,5,5,5,3,3,3,4,5,5,De manera económica debido a que no hay ingresos en la empresa en la que laboro,Ir al cine
2020/04/18 11:43:47 PM EST,Mexico,47,Female,Hispanic/Latino,Master's Degree,Divorced,Full-time eployment,10,,2,4,4,5,4,5,3,4,1,4,4,5,4,4,5,5,4,4,5,5,5,2,4,3,5,5,4,3,4,3,4,5,4,3,4,4,3,3,3,4,3,3,5,5,4,3,3,3,3,3,4,4,4,4,2,2,1,5,1,1,Ha limitado la interacción con mi familia y mi medio laboral. ,Ir al campo con mi hija a hacer senderismo
2020/04/18 11:52:40 PM EST,Mexico,25,Female,Mixed Race,Bachelor's Degree,"Single, never married",Student,10000,,5,5,4,5,3,1,1,1,1,1,4,3,2,5,4,5,4,5,4,4,3,3,4,3,5,3,4,5,1,1,2,3,4,4,5,5,2,2,3,4,3,3,4,4,3,2,4,5,4,4,4,4,4,4,4,4,3,3,4,5,,Fiesta
2020/04/19 12:29:12 AM EST,Mexico,42,Female,Mixed Race,Associate's Degree,"Single, never married",Self-employed,60000,,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,4,4,5,5,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,1,1,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,Me afecta al 100 %  laboral y económicamente. ,Agradecer   y cuidar mas mi salud
2020/04/19 12:32:30 AM EST,Mexico,22,Male,Hispanic/Latino,Bachelor's Degree,"Single, never married",Full-time eployment,100000,,1,2,1,3,2,3,1,1,1,3,2,5,1,5,1,4,1,5,1,5,5,5,4,3,4,3,1,1,1,1,2,3,3,3,1,1,1,1,3,3,4,4,3,3,1,1,3,3,4,4,3,3,3,3,1,1,4,4,1,3,"Me ha dado más tiempo para reflexionar en los problemas actuales, de la desigualdad y la gran ignorancia en el continente Americano",Ir a ver a mi novia
2020/04/19 1:04:32 AM EST,Mexico,20,Female,Mixed Race,Associate's Degree,"Single, never married",Unemployed,100000,,5,4,1,4,3,1,1,3,1,1,2,1,1,3,1,2,2,4,1,5,1,1,1,3,3,5,3,5,1,1,1,1,3,3,4,4,1,3,5,2,3,3,2,3,2,3,3,3,4,4,3,3,3,3,3,3,2,3,2,3,,
2020/04/19 1:05:31 AM EST,Mexico,66,Male,Hispanic/Latino,Doctorate degree,In a domestic partnership or civil union,Full-time eployment,800000,72000,5,5,5,5,2,4,1,1,1,1,1,1,4,4,4,4,4,4,2,2,5,4,4,4,4,4,5,5,1,1,3,2,4,4,2,2,4,3,2,4,3,3,5,5,4,4,4,4,4,4,4,4,4,4,2,2,3,3,5,5,Por mi edad mi movilidad ha sido severamente limitada por disposición o  de icial,Trabajar en  forma presencial con mis estudiantes y colaboradores
2020/04/19 4:51:02 AM EST,Germany,35,Female,Caucasian,Doctorate degree,Married,Full-time eployment,42000,,2,4,2,5,3,3,1,1,2,2,2,1,1,5,5,5,3,5,1,4,5,4,5,4,5,4,4,5,1,1,4,3,4,5,5,4,2,2,3,3,3,3,5,5,5,5,4,4,5,3,3,3,5,5,3,3,2,3,3,5,"Mi familia no vive en el mismo lugar que yo, y ahora no puedo visitarlos ni ellos a mi. Esta pandemia me recuerdo lo importante que es tener cerca a tus seres queridos. ",Visitar a mis familiares
2020/04/19 8:32:18 AM EST,Mexico,54,Male,Hispanic/Latino,Bachelor's Degree,Married,Full-time eployment,360000,,4,5,2,5,3,4,1,3,1,3,3,4,3,4,3,4,3,5,4,5,4,1,4,5,4,4,3,3,3,3,4,5,5,5,4,3,4,3,3,3,3,3,3,3,4,5,5,5,5,5,5,5,4,5,3,3,5,3,3,5,,
2020/04/19 9:13:47 AM EST,Mexico,52,Female,Hispanic/Latino,Bachelor's Degree,"Single, never married",Part-time employment,100000,,4,1,2,5,3,5,3,5,4,4,4,5,4,5,4,5,4,5,4,5,3,4,3,2,3,2,3,4,3,3,5,5,3,4,4,4,3,2,3,3,1,1,4,5,3,3,4,4,4,4,4,4,4,4,3,4,5,3,4,4,No poder visitar a mis padres e hijo.,Visitarlos con todas las medidas de higiene y respetando las indicaciones de salud para ello.
2020/04/19 9:24:26 AM EST,Mexico,32,Male,Hispanic/Latino,Bachelor's Degree,Married,Full-time eployment,200000,,5,5,1,5,1,1,1,1,1,1,3,4,2,3,1,5,5,5,3,3,4,4,4,3,4,3,4,4,4,5,4,5,3,3,4,4,3,3,4,5,3,3,4,4,3,3,4,4,5,4,4,5,4,4,2,3,5,2,4,4,No ver a mi familia ,Visitar a mi familia
2020/04/19 10:27:19 AM EST,Mexico,50,Female,Caucasian,Bachelor's Degree,"Single, never married",Part-time employment,36000,,5,5,1,5,3,3,1,5,1,5,1,5,1,5,3,5,5,5,1,1,5,5,1,1,2,3,3,,1,1,3,5,3,3,5,5,1,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,5,3,3,,
2020/04/19 11:11:34 AM EST,Mexico,43,Female,Hispanic/Latino,Doctorate degree,"Single, but cohabiting with a significant other",Unemployed,100,,5,5,4,5,1,4,4,4,1,5,4,4,1,4,4,5,3,5,4,4,5,3,4,3,5,3,4,4,2,,4,5,3,4,4,4,4,3,3,3,3,3,4,5,4,4,3,3,4,4,3,4,4,5,4,3,5,1,4,4,,Salir a caminar.
2020/04/19 12:36:57 PM EST,Mexico,44,Female,Mixed Race,Master's Degree,"Single, never married",Full-time eployment,120000,,4,4,5,5,5,5,5,5,3,5,3,5,3,5,5,5,5,5,4,5,4,5,4,5,5,5,3,3,3,3,5,5,5,5,5,5,3,1,3,3,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,5,5,5,"Económicamente, me deprime y deteriora mi salud física y mental
","Trabajar arduamente en libertad
"
2020/04/19 1:30:44 PM EST,Mexico,14,Female,Hispanic/Latino,Less than HS diploma,"Single, never married",Student,200,,3,3,4,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,4,4,3,3,4,4,4,4,4,4,5,5,5,5,4,4,2,2,3,4,2,2,5,5,4,4,4,4,4,4,5,5,5,5,3,3,4,2,2,3,,Ir a ver a mis seres queridos
